tweet_id, tweet_time, tweet_text, tweet_User_name, tweet_User_id, User_id_created_at, User_followers, User_friends, tweet_language, Retweet_count, favorite_count, hashtags
861513237468033024,Mon May 08 09:28:56 +0000 2017,This is as sweeping as the rant against Aadhar. I was among first to get Aadhar. I support Aadhar. This is my face and name. Dunno about you https://t.co/ldNbpEAmTe,KanchanGupta,44704537,Thu Jun 04 19:59:58 +0000 2009,150049,978,en,40,70,[]
861832753825886208,Tue May 09 06:38:35 +0000 2017,"... CCTV, Aadhar Act are some of initiatives of technology transformation in Maharashtra.

#oowIndia @Oracle",CMOMaharashtra,2597666894,Tue Jul 01 08:59:10 +0000 2014,337702,49,en,17,61,['oowIndia']
861608494226587649,Mon May 08 15:47:27 +0000 2017,"Cows are sacred get them Aadhar; take it seriously or face vigilante war.  
Latest episode of #SoSorry
More episodes https://t.co/rjd3grvb6G https://t.co/D1rRCs85va",IndiaToday,19897138,Mon Feb 02 07:21:54 +0000 2009,4178602,268,en,25,44,['SoSorry']
861851323091701760,Tue May 09 07:52:22 +0000 2017,Enroll aadhar on 29th march 2017. Still aadhar not generated.,shrshw,814761310995025920,Fri Dec 30 09:13:28 +0000 2016,4,15,en,0,0,[]
861850553156063233,Tue May 09 07:49:18 +0000 2017,There is connectivty prblm wid my jio sim. When I visited jio store they said replacing of sim isn't possible without aadhar card. @JioCare,purnamaasi,155876709,Tue Jun 15 11:36:36 +0000 2010,37,344,en,0,0,[]
861849592375017472,Tue May 09 07:45:29 +0000 2017,"@socialepfo @epfoaindia @Dattatreya 
Please let me know how to update/change highlighted  columns.
It's is mandatory for updating Aadhar. https://t.co/1dME2SEUby",ankush7660,4848591389,Tue Jan 26 06:45:16 +0000 2016,25,276,en,0,0,[]
861849221296607232,Tue May 09 07:44:01 +0000 2017,@ceo_uidai why does one need aadhar to run a marathon? @vidyathinks @the_bongrel @JhinukSen https://t.co/tFWRNZHjGG,toy_vader,29470441,Tue Apr 07 15:29:09 +0000 2009,191,200,en,0,0,[]
861849111053467648,Tue May 09 07:43:35 +0000 2017,@UIDAI So basically smart phone = risk smart phone + aadhar/UPI = no risk. Pls decide what u saying,RAVIRITI,229490419,Wed Dec 22 14:52:43 +0000 2010,32,142,en,0,0,[]
861848370750664704,Tue May 09 07:40:38 +0000 2017,dis is hilariously awesome @patilashish.. #aadharcard rofl..😁 Best wishes. @Riteishd is so so amazing in this &amp; a sneakpeak @OnlyBabaSehgal https://t.co/2b4amEhffH,jaygotecha86,89159454,Wed Nov 11 11:00:50 +0000 2009,260,898,en,0,0,['aadharcard']
861848333060526080,Tue May 09 07:40:29 +0000 2017,Enroll aadhar on 29th march 2027. Still aadhar not generated.,shrshw,814761310995025920,Fri Dec 30 09:13:28 +0000 2016,4,15,en,0,0,[]
861847710038581248,Tue May 09 07:38:01 +0000 2017,Hello @UIDAI @NandanNilekani . Mail from website. Ironic that aadhar itself couldn't b authenticated. Pls take care to update security certi https://t.co/yPyRetozDH,notthatsid,2277487254,Sun Jan 05 11:23:26 +0000 2014,40,101,en,5,0,[]
861846993269927940,Tue May 09 07:35:10 +0000 2017,"#UP state medical colleges to be digitized on the lines of #AKTU,  #aadhar based student service apps in pipeline. https://t.co/zQgxD3zvAb",UPGovt,2588841246,Thu Jun 26 04:44:37 +0000 2014,323812,40,en,14,26,"['UP', 'AKTU', 'aadhar']"
861846847765094405,Tue May 09 07:34:35 +0000 2017,@kunal_1978 @Memeghnad @VishalDadlani Well said. The core is loss of privacy. Then the fight should be for a privacy law. Aadhar is just one cog in the wheel!,srinikth,85058817,Sun Oct 25 11:03:43 +0000 2009,111,97,en,0,0,[]
861844719076343808,Tue May 09 07:26:07 +0000 2017,Need Aadhar to run in marathon now. What next !! https://t.co/eWJyuv36XJ,rajAT,6081,Thu Sep 14 15:59:36 +0000 2006,881,955,en,20,5,[]
861844634430996480,Tue May 09 07:25:47 +0000 2017,@kaminapun These people blame everything on Modi just like Stupido blames everything on CIA/Aadhar/EVMs,jacknjohnnie,59040513,Wed Jul 22 04:53:52 +0000 2009,273,382,en,0,0,[]
861513112431636480,Mon May 08 09:28:26 +0000 2017,@Dattatreya @LabourMinistry is authentication of AADHAR only can be done by visiting epfo for online services.aadhar verified by employer https://t.co/YT10qCEnih,abhivams,600305430,Tue Jun 05 16:18:50 +0000 2012,16,85,en,0,0,[]
861512700429352960,Mon May 08 09:26:48 +0000 2017,"If you support Aadhar the least you can do is put your Aadhar number in your profile. As per your claims it is perfectly safe,  so why worry https://t.co/JrTJgkZksD",ppurva,77157901,Fri Sep 25 07:17:44 +0000 2009,281,201,en,0,0,[]
861512345826283520,Mon May 08 09:25:24 +0000 2017,Aadhar of 135000 indians  leakd again.  Have better IT system with all necessary security measures before promoting digitalisation@PMOIndia,hardikmaurya,90159572,Sun Nov 15 13:20:18 +0000 2009,1,49,en,0,0,[]
861512335726456832,Mon May 08 09:25:21 +0000 2017,"To successfuly link Pan with Aadhar  -I Did just now 
""The IT Dept had been asking people to link their PAN no.... https://t.co/e94Ar011XC",Viswajgd,77789310,Sun Sep 27 17:48:11 +0000 2009,187,379,en,0,0,[]
861512217165840384,Mon May 08 09:24:53 +0000 2017,Waiting for a day when gvmnt screws aadhar in a whole level and accepts it.. Not a long wait..,tweet2aravind,126919097,Sat Mar 27 12:25:55 +0000 2010,163,757,en,0,0,[]
861511339784712193,Mon May 08 09:21:24 +0000 2017,@socialepfo @Dattatreya My Aadhar details have been successfully seeded over a year back. Do I need to authentic Aadhar once again? https://t.co/G4743jmh5Y,diliphazarika,90685835,Tue Nov 17 18:20:14 +0000 2009,166,64,en,0,0,[]
861511138068099072,Mon May 08 09:20:36 +0000 2017,"People at republic , not even a tweet for students abused at NEET exam, mandatory aadhar for it. Its just sadenning. Journalism? Sheh",giveawayflavato,850333117818691590,Fri Apr 07 13:03:08 +0000 2017,67,4,en,0,0,[]
861511007805599744,Mon May 08 09:20:05 +0000 2017,"People at @republic , not even a tweet for students abused at NEET exam, mandatory aadhar for it. Its just sadenning. Journalism? Sheh",raghavnaman,2261320514,Wed Dec 25 10:15:40 +0000 2013,15,28,en,0,0,[]
861510004410523649,Mon May 08 09:16:05 +0000 2017,@TheOfficialSBI why want to rewrite everytime PAN Aadhar and Moblile in Challan while depositing. Already KYC fulfilled accounts.,moorthycbe,92682694,Thu Nov 26 04:22:28 +0000 2009,334,115,en,0,0,[]
861509968129929216,Mon May 08 09:15:57 +0000 2017,@sureshpprabhu TTE harassing my spouse for not having the original I'd proof. Though she has shown the soft copy of Aadhar card. Pls help https://t.co/3Hi3MnzQyx,Prabhakar1mishr,4564424294,Tue Dec 15 09:00:56 +0000 2015,13,42,en,0,2,[]
861509399856111616,Mon May 08 09:13:41 +0000 2017,@Ankitadixiit 10 year me only aadhar hi bnay ya fir A-Z gotale hi kiy,ErAvinash1,1527328213,Tue Jun 18 09:48:41 +0000 2013,17,252,en,0,0,[]
861508934003249152,Mon May 08 09:11:50 +0000 2017,"If the Modi Gov misled the public on Aadhar, can we trust it not to misuse its formidable powers https://t.co/2Jak3ACWr3 via @IndianExpress",raman_anuradha,2899268701,Fri Nov 14 10:03:53 +0000 2014,2815,997,en,2,3,[]
861508930354069504,Mon May 08 09:11:49 +0000 2017,@UIDAI i have updated my aadhar card on sep2016 i havent recieved it yet,desirelessmind,122904134,Sun Mar 14 08:53:57 +0000 2010,59,913,en,0,0,[]
861508673172066305,Mon May 08 09:10:48 +0000 2017,"@rsprasad @UIDAI @mygovindia @GoI_MeitY @CSCegov_ @NITIAayog sir how to ammend address in my aadhar, regd mobile no is in not in use.",saranga26269750,838289243625652224,Sun Mar 05 07:25:05 +0000 2017,1,24,en,0,0,[]
861508562748571648,Mon May 08 09:10:22 +0000 2017,No Aadhar machine  n office is in working condition in gomti nagar lucknow (pin226010) @UPGovt @PMOIndia @CMOfficeUP @UIDAI,drpratiklko,803817817904713728,Wed Nov 30 04:27:56 +0000 2016,42,91,en,0,1,[]
861508481685303296,Mon May 08 09:10:02 +0000 2017,@Confident_India @KunalWalia @anivar @SupportAadhaar @sharads @UIDAI Why dont you give your actual Aadhar number and maybe it's amongst the 13 crore leaked details? Why give a fake number? What are u scared of,villagerurbaine,849873422,Thu Sep 27 20:02:02 +0000 2012,296,306,en,0,0,[]
861507878003200000,Mon May 08 09:07:38 +0000 2017,"@pranesh @Confident_India @KunalWalia @SupportAadhaar @sharads @UIDAI This is really poor. Confident India is not so confident about his identity. Using false Aadhar. Btw, isnt that illegal?",suvojitc,27488648,Sun Mar 29 19:44:50 +0000 2009,2160,1547,en,0,2,[]
861507444551188481,Mon May 08 09:05:55 +0000 2017,Dissent and Aadhaar. Aadhar is just a fraud nothing else. @GowharNazki @lookaround81 https://t.co/y699VY7EPg,lonely2125,194902318,Sat Sep 25 08:08:27 +0000 2010,71,350,en,0,0,[]
861505468405080065,Mon May 08 08:58:04 +0000 2017,"Preparing for NEET 2017?

Aadhar is compulsory for all the candidates appearing for NEET 2017 exams!

Detail here: https://t.co/5xiE0Tmi4b https://t.co/RFKR1IE6Aq",aadharkendra,1598822498,Tue Jul 16 16:48:41 +0000 2013,735,28,en,0,0,[]
