tweet_id, tweet_time, tweet_text, tweet_User_name, tweet_User_id, User_id_created_at, User_followers, User_friends, tweet_language, Retweet_count, favorite_count, hashtags
861640052924981248,Mon May 08 17:52:51 +0000 2017,"For #YogiAdityanath, PM Modi sends back 5 senior officials to Lucknow https://t.co/TNM2tv1fdU https://t.co/gE02Hm8nml",ndtv,37034483,Fri May 01 20:34:48 +0000 2009,9451597,19,en,32,85,['YogiAdityanath']
861810273945927680,Tue May 09 05:09:15 +0000 2017,"Drunk on power? Bureaucrats, cops see red as #BJP's 'saffron brigade' under #YogiAdityanath go overboard https://t.co/WFhUNAFZA8 https://t.co/gFiynOZYl7",firstpost,256495314,Wed Feb 23 13:09:22 +0000 2011,1744481,955,en,11,8,"['BJP', 'YogiAdityanath']"
861131611747753984,Sun May 07 08:12:29 +0000 2017,Three years after #HajiKalimullah christened a mango after PM Modi he has now named another after UP chief minister #YogiAdityanath. https://t.co/v2znQRBKTp,airnewsalerts,1056850669,Thu Jan 03 04:15:45 +0000 2013,1617196,19,en,35,56,"['HajiKalimullah', 'YogiAdityanath']"
861857009271922689,Tue May 09 08:14:58 +0000 2017,#ViratHindu  #BJP #UPCM #YogiAdityanath BCCI ignores Gautam Gambhir for Champions Trophy! Twitter explodes wit...https://t.co/NwA09JF323,v_hindu_rashtra,836161583394873344,Mon Feb 27 10:30:31 +0000 2017,32,114,en,0,0,"['ViratHindu', 'BJP', 'UPCM', 'YogiAdityanath']"
861853414799454208,Tue May 09 08:00:41 +0000 2017,#ViratHindu  #BJP #UPCM #YogiAdityanath French campaign watchdog examines election-eve Macron leak  . https://t.co/kLYpul6ly7,v_hindu_rashtra,836161583394873344,Mon Feb 27 10:30:31 +0000 2017,32,114,en,0,0,"['ViratHindu', 'BJP', 'UPCM', 'YogiAdityanath']"
861853405249019904,Tue May 09 08:00:38 +0000 2017,#ViratHindu  #BJP #UPCM #YogiAdityanath ‘Fake News’ Becomes Rallying Cry for Censorship in Southeast Asia  . https://t.co/tShm5LFcPl,v_hindu_rashtra,836161583394873344,Mon Feb 27 10:30:31 +0000 2017,32,114,en,0,0,"['ViratHindu', 'BJP', 'UPCM', 'YogiAdityanath']"
861853402598264832,Tue May 09 08:00:38 +0000 2017,#ViratHindu  #BJP #UPCM #YogiAdityanath Austerity Remains a Bitter Pill for Greeks to Swallow  . https://t.co/dsixDvS98D,v_hindu_rashtra,836161583394873344,Mon Feb 27 10:30:31 +0000 2017,32,114,en,0,0,"['ViratHindu', 'BJP', 'UPCM', 'YogiAdityanath']"
861852178381766657,Tue May 09 07:55:46 +0000 2017,UP Govt and #YogiAdityanath @myogiadityanath must take JP Group to task on looting 30000 Flat Buyers. @sudhirchaudhary @ZeeNews @abpnewstv,AKBL7,2708351736,Tue Aug 05 05:08:02 +0000 2014,188,662,en,0,0,['YogiAdityanath']
861848188411670528,Tue May 09 07:39:55 +0000 2017,100%Tolerance to #CORRUPTION @UPGovt DrGajendra Singh MO CHCMeerganjBly Starving NO action by @ChiefSecyUP @CMOfficeUP #upcm?@UPNews360,gajendr45643608,733261644621455360,Thu May 19 11:42:54 +0000 2016,4,109,en,0,0,"['CORRUPTION', 'upcm']"
861847094679576576,Tue May 09 07:35:34 +0000 2017,#ViratHindu  #BJP #UPCM #YogiAdityanath A girl tried to malign Yogi’s words Sonu Nigam couldn’t hold longer &amp; ...https://t.co/LnIRc913F4,v_hindu_rashtra,836161583394873344,Mon Feb 27 10:30:31 +0000 2017,32,114,en,0,0,"['ViratHindu', 'BJP', 'UPCM', 'YogiAdityanath']"
